,fake,profile_pic,ratio_numlen_username,len_fullname,ratio_numlen_fullname,sim_name_username,len_desc,extern_url,private,num_posts,num_followers,num_following
45,0,Yes,0.0,3,0.0,Partial match,93,No,No,751,380510,0
46,0,Yes,0.0,2,0.0,Partial match,4,No,Yes,4,132,183
47,0,Yes,0.0,2,0.0,No match,1,No,Yes,27,162,208
48,0,Yes,0.0,1,0.0,No match,4,No,No,91,369,546
49,0,Yes,0.0,0,0.0,Partial match,23,No,No,262,1476,666
50,0,Yes,0.0,3,0.0,Partial match,91,Yes,No,274,1798,461
51,0,Yes,0.0,2,0.0,No match,57,No,No,271,2118,1109
52,0,Yes,0.0,1,0.0,Partial match,108,Yes,No,713,812,432
53,0,Yes,0.0,2,0.12,Partial match,30,Yes,No,200,7217,761
54,0,Yes,0.0,0,0.0,No match,82,No,No,12,313,376
55,0,Yes,0.12,1,0.0,No match,12,Yes,No,26,64,261
56,0,Yes,0.0,2,0.0,Partial match,54,No,No,75,1759,643
57,0,Yes,0.0,1,0.0,Partial match,0,No,Yes,94,404,283
58,0,Yes,0.0,1,0.0,Partial match,12,No,No,63,1843,598
59,0,Yes,0.12,2,0.0,Partial match,0,No,No,69,320377,228
60,0,Yes,0.0,1,0.0,Partial match,3,No,No,12,108,97
61,0,Yes,0.0,1,0.0,No match,39,Yes,No,63,384,447
62,0,Yes,0.19,2,0.0,No match,0,No,No,19,60,100
63,0,Yes,0.0,1,0.0,No match,68,Yes,No,100,802,151
64,0,Yes,0.0,2,0.0,Partial match,129,Yes,No,661,51145,528
65,0,Yes,0.0,2,0.0,No match,57,Yes,No,149,1582,1882
66,0,Yes,0.0,2,0.0,Partial match,64,No,No,22,223,266
67,0,Yes,0.0,1,0.0,Partial match,42,No,No,400,18842,744
68,0,Yes,0.0,2,0.0,No match,71,Yes,No,149,10240,1255
69,0,Yes,0.0,3,0.0,Partial match,0,No,No,122,539,639
70,0,Yes,0.33,2,0.0,Partial match,70,No,No,74,399,452
71,0,Yes,0.0,1,0.0,Partial match,74,No,No,13,581,568
72,0,Yes,0.0,1,0.0,Partial match,8,No,Yes,8,166,163
73,0,Yes,0.0,2,0.0,Partial match,35,No,No,77,417,362
74,0,Yes,0.2,2,0.0,Partial match,0,No,Yes,5,266,324
75,0,Yes,0.0,1,0.0,Partial match,0,No,Yes,3,33,37
76,0,Yes,0.0,2,0.0,Partial match,28,No,Yes,106,494,998
77,0,Yes,0.0,2,0.0,No match,18,No,Yes,14,178,245
78,0,Yes,0.0,3,0.0,No match,28,No,No,172,470,288
79,0,Yes,0.33,1,0.0,No match,36,No,No,111,807,675
80,0,Yes,0.0,2,0.0,Partial match,2,No,No,38,162,256
81,0,Yes,0.06,2,0.0,No match,11,No,Yes,19,417,395
82,0,Yes,0.0,3,0.0,No match,70,Yes,No,227,17303,360
83,0,Yes,0.0,2,0.0,No match,29,No,No,221,1439,629
84,0,Yes,0.0,2,0.0,Partial match,24,Yes,No,580,91446,526
85,0,Yes,0.0,3,0.0,Partial match,21,Yes,No,40,824,489
86,0,Yes,0.0,1,0.0,Partial match,81,No,No,101,741,1440
87,0,Yes,0.0,1,0.0,Partial match,34,Yes,Yes,157,1267,899
88,0,Yes,0.0,0,0.0,Partial match,40,No,No,197,4594,1713
89,0,Yes,0.0,1,0.0,Partial match,12,No,No,61,1135,899
90,0,Yes,0.0,2,0.0,No match,0,No,Yes,698,1926,1410
91,0,Yes,0.0,2,0.0,Partial match,59,No,Yes,49,1068,1925
92,0,Yes,0.0,1,0.0,No match,15,No,Yes,85,815,748
93,0,Yes,0.0,2,0.0,No match,54,No,No,77,565,469
94,0,Yes,0.0,1,0.0,Partial match,16,No,No,58,2556,1074
95,0,Yes,0.0,2,0.0,No match,73,No,Yes,232,1312,935
96,0,Yes,0.0,1,0.0,No match,24,No,No,20,699,599
97,0,Yes,0.0,0,0.0,No match,0,No,No,98,4328,418
98,0,Yes,0.0,0,0.0,No match,26,Yes,No,559,2487,999
99,0,Yes,0.0,3,0.0,Partial match,0,No,No,189,673,438
100,0,Yes,0.0,2,0.0,Partial match,0,No,Yes,388,730,413
101,0,Yes,0.0,0,0.0,No match,0,No,Yes,28,59,55
102,0,Yes,0.0,3,0.0,Partial match,0,No,Yes,156,289,222
103,0,Yes,0.0,1,0.0,No match,28,No,Yes,6,19,20
104,0,Yes,0.0,2,0.0,Partial match,55,Yes,No,69,3551,173
105,0,Yes,0.0,1,0.0,Partial match,140,Yes,No,775,19512,591
106,0,Yes,0.0,0,0.0,Partial match,122,Yes,No,205,2756,638
107,0,Yes,0.0,2,0.0,Partial match,113,Yes,No,209,5406,589
108,0,Yes,0.0,2,0.0,No match,38,No,Yes,334,459,390
109,0,Yes,0.0,2,0.0,Partial match,0,No,No,9,218,75
110,0,Yes,0.0,2,0.0,No match,23,No,No,6,796,1155
111,0,Yes,0.0,1,0.0,No match,0,No,No,416,1113,1854
112,0,Yes,0.2,1,0.0,No match,89,No,Yes,13,138,208
113,0,Yes,0.44,1,0.0,Partial match,30,No,Yes,33,205,164
114,0,Yes,0.0,1,0.0,No match,0,No,No,1,331,333
115,0,Yes,0.1,1,0.1,Partial match,0,No,No,711,748,4659
116,0,Yes,0.0,1,0.0,Partial match,0,No,No,114,490,1093
117,0,Yes,0.0,1,0.08,Partial match,12,No,Yes,16,456,413
118,0,Yes,0.0,0,0.0,Partial match,123,Yes,No,107,971,2047
119,0,Yes,0.24,1,0.24,No match,0,No,No,5,497,438
120,0,Yes,0.14,2,0.0,No match,0,No,Yes,7,99,132
121,0,Yes,0.0,0,0.0,No match,0,No,Yes,21,193,413
122,0,Yes,0.0,2,0.0,Partial match,40,No,No,65,492,689
123,0,Yes,0.29,2,0.0,No match,0,No,No,10,167,164
124,0,Yes,0.0,2,0.0,Partial match,33,No,Yes,59,99,178
125,0,Yes,0.0,0,0.0,Partial match,0,No,Yes,137,916,1142
126,0,Yes,0.0,2,0.0,Partial match,5,No,Yes,10,196,209
127,0,Yes,0.0,1,0.0,Partial match,0,No,Yes,571,765,424
128,0,Yes,0.18,2,0.0,Partial match,23,No,Yes,24,45,80
129,0,Yes,0.0,1,0.0,No match,35,Yes,No,328,634,719
130,0,Yes,0.0,4,0.0,No match,150,Yes,No,161,1383,7500
131,0,Yes,0.0,1,0.0,Partial match,26,No,Yes,280,650,703
132,0,Yes,0.0,2,0.0,Partial match,149,No,Yes,92,484,3296
133,0,Yes,0.0,3,0.0,Partial match,129,No,No,31,200,270
134,0,Yes,0.0,2,0.0,No match,0,No,No,0,192,65
135,0,Yes,0.0,0,0.0,Partial match,18,No,Yes,25,553,610
136,0,Yes,0.0,2,0.0,Partial match,74,Yes,No,921,27477,7202
137,0,Yes,0.0,2,0.0,No match,0,Yes,Yes,1020,464,1039
138,0,Yes,0.0,1,0.0,Partial match,59,No,No,301,1057,524
139,0,Yes,0.0,3,0.0,No match,148,No,No,9,413,138
140,0,Yes,0.0,0,0.0,Partial match,0,Yes,No,158,389,806
141,0,Yes,0.29,1,0.0,No match,15,No,No,43,505,503
142,0,Yes,0.0,12,0.0,Partial match,46,No,Yes,24,941,1208
143,0,Yes,0.0,2,0.0,Partial match,5,No,Yes,60,2598,802
144,0,Yes,0.0,1,0.0,Partial match,98,No,No,4,59,111
145,0,Yes,0.0,2,0.0,No match,55,No,No,220,622,475
146,0,Yes,0.0,2,0.0,Partial match,19,Yes,No,1159,2719,1061
147,0,Yes,0.36,5,0.0,Partial match,71,No,No,8,216,305
148,0,Yes,0.22,2,0.0,Partial match,133,No,No,396,881,375
149,0,Yes,0.08,2,0.0,Partial match,150,Yes,No,38,870,72
150,0,Yes,0.0,2,0.0,No match,43,No,Yes,1,265,371
151,0,Yes,0.15,2,0.0,Partial match,37,No,Yes,2,1204,633
152,0,Yes,0.0,1,0.0,No match,35,No,Yes,43,655,1016
153,0,Yes,0.0,2,0.0,Partial match,87,No,No,131,1662,1065
154,0,Yes,0.14,2,0.0,Partial match,59,No,No,7,14222,7399
155,0,Yes,0.0,2,0.0,Partial match,0,No,No,57,483,1216
156,0,Yes,0.0,3,0.0,Partial match,0,No,No,36,1204,2928
157,0,Yes,0.0,2,0.0,Partial match,9,No,Yes,91,408,635
158,0,Yes,0.0,2,0.0,Partial match,12,No,Yes,8,303,417
159,0,Yes,0.1,0,0.0,Partial match,0,No,No,11,125,101
160,0,Yes,0.09,1,0.0,Partial match,0,No,No,252,229,383
161,0,Yes,0.15,3,0.0,No match,95,Yes,Yes,15,357,489
162,0,Yes,0.0,1,0.0,Partial match,0,No,No,74,137,96
163,0,Yes,0.0,2,0.0,No match,46,No,Yes,83,255,535
164,0,Yes,0.0,3,0.0,No match,123,No,Yes,126,87,399
165,0,Yes,0.0,6,0.0,No match,117,Yes,No,663,326946,3
166,0,Yes,0.0,1,0.0,Partial match,26,No,Yes,0,114,446
167,0,Yes,0.0,0,0.0,No match,0,No,Yes,10,167,387
168,0,Yes,0.0,2,0.0,No match,58,No,Yes,8,1247,1196
169,0,Yes,0.0,1,0.0,Partial match,0,No,No,24,585,1364
170,0,Yes,0.0,1,0.0,Partial match,30,No,Yes,65,135,232
171,0,Yes,0.0,3,0.0,No match,62,Yes,No,64,722,261
172,0,Yes,0.45,1,0.25,No match,137,Yes,No,664,714,1159
173,0,Yes,0.0,2,0.0,No match,149,Yes,No,130,39867,4664
174,0,No,0.0,0,0.0,Partial match,14,No,Yes,131,533,1060
175,0,Yes,0.0,2,0.0,Partial match,19,No,Yes,917,1158,3932
176,0,Yes,0.0,10,0.0,No match,131,Yes,No,2,45834,280
177,0,Yes,0.0,2,0.0,Partial match,0,No,No,142,876,529
178,0,Yes,0.09,5,0.0,Partial match,5,No,No,165,3003,455
179,0,Yes,0.09,2,0.0,No match,0,No,No,80,1298,407
180,0,Yes,0.0,2,0.0,No match,11,No,Yes,32,3800,278
181,0,Yes,0.0,2,0.0,Partial match,0,No,Yes,81,1358,127
182,0,Yes,0.0,2,0.0,Partial match,27,Yes,No,334,6741307,111
183,0,Yes,0.38,2,0.0,No match,10,Yes,No,8,791,456
184,0,Yes,0.0,2,0.0,Partial match,72,Yes,No,373,732075,363
185,0,Yes,0.0,2,0.0,Partial match,3,No,Yes,56,373,360
186,0,Yes,0.0,3,0.0,Partial match,51,No,Yes,7,162,311
187,0,Yes,0.0,1,0.0,Partial match,44,No,Yes,12,309,364
188,0,Yes,0.0,2,0.0,Partial match,0,No,No,5,135,176
189,0,Yes,0.0,2,0.0,Partial match,73,Yes,No,77,244,172
190,0,Yes,0.18,1,0.0,No match,70,No,Yes,93,67,149
191,0,Yes,0.0,2,0.0,No match,35,No,No,192,984,76
192,0,Yes,0.0,2,0.0,No match,13,No,Yes,8,751,1223
193,0,Yes,0.0,4,0.25,Partial match,105,No,Yes,145,781,529
194,0,Yes,0.0,1,0.33,Partial match,91,No,No,135,1761,905
195,0,Yes,0.14,2,0.0,Partial match,0,No,Yes,18,318,523
196,0,Yes,0.0,2,0.0,No match,48,No,No,222,5282,652
197,0,Yes,0.0,2,0.0,Partial match,48,No,No,222,5282,652
198,0,Yes,0.0,2,0.0,Partial match,126,Yes,Yes,5,228,238
199,0,Yes,0.0,2,0.0,Partial match,0,Yes,Yes,119,393,502
200,0,Yes,0.0,2,0.0,Partial match,53,No,No,201,875,754
201,0,Yes,0.0,0,0.0,No match,8,No,Yes,12,173,373
202,0,Yes,0.0,1,0.0,No match,67,No,No,301,3896490,351
203,0,Yes,0.0,1,0.0,No match,20,No,No,20,106,133
204,0,Yes,0.08,2,0.0,No match,26,Yes,No,112,206,32
205,0,Yes,0.0,0,0.0,Partial match,86,No,Yes,54,259,1371
206,0,Yes,0.0,1,0.0,No match,51,No,Yes,98,1013,996
207,0,Yes,0.11,4,0.0,Partial match,26,Yes,No,16,738,544
208,0,Yes,0.0,0,0.0,No match,18,No,Yes,133,1008,517
209,0,Yes,0.0,2,0.0,Partial match,96,Yes,No,142,2441,396
210,0,Yes,0.0,2,0.0,No match,17,No,No,63,416,292
211,0,Yes,0.0,2,0.0,Partial match,0,No,Yes,70,516,463
212,0,Yes,0.0,2,0.0,Partial match,62,Yes,No,403,8711,345
213,0,Yes,0.0,2,0.0,Partial match,86,No,No,15,433,584
214,0,Yes,0.0,2,0.0,No match,148,Yes,No,990,18515,1000
215,0,Yes,0.0,2,0.0,No match,1,No,Yes,12,70,67
216,0,Yes,0.22,3,0.0,Partial match,39,No,No,26,5863,157
217,0,Yes,0.36,2,0.0,Partial match,35,No,No,2,1677,716
218,0,Yes,0.0,0,0.0,No match,103,No,No,24,617,272
219,0,Yes,0.0,2,0.0,No match,0,Yes,No,411,31182,414
220,0,Yes,0.0,2,0.0,No match,61,No,Yes,217,1152,292
221,0,Yes,0.15,1,0.0,Partial match,44,No,No,156,8578,164
222,0,Yes,0.0,1,0.0,Partial match,0,No,No,389,4347,748
223,0,Yes,0.0,1,0.0,No match,0,No,Yes,8,319,335
224,0,Yes,0.0,1,0.0,No match,0,No,Yes,3,189,177
225,0,Yes,0.0,1,0.0,No match,112,No,Yes,22,743,331
226,0,Yes,0.18,1,0.0,Partial match,123,No,No,59,11204,124
227,0,Yes,0.0,3,0.0,No match,24,No,Yes,144,419,271
228,0,Yes,0.0,2,0.0,Partial match,34,No,No,2,81,268
229,0,Yes,0.0,1,0.0,Partial match,19,No,No,78,947,582
230,0,Yes,0.0,2,0.0,Partial match,0,No,No,28,206,333
231,0,Yes,0.0,2,0.0,No match,42,No,No,111,541,701
232,0,Yes,0.18,3,0.0,No match,50,No,No,6,392,237
233,0,Yes,0.22,5,0.0,Partial match,67,No,No,4,4177,3678
234,0,Yes,0.17,2,0.0,Partial match,134,Yes,No,31,265,321
235,0,Yes,0.0,2,0.0,No match,101,No,No,86,272,1486
236,0,Yes,0.0,2,0.0,No match,0,No,No,240,425,917
237,0,Yes,0.0,3,0.0,No match,0,No,Yes,11,150,178
238,0,Yes,0.0,2,0.0,Partial match,17,No,Yes,44,711,673
239,0,Yes,0.0,2,0.0,Partial match,0,No,Yes,9,89,121
240,0,Yes,0.0,2,0.0,Partial match,32,No,Yes,62,742,653
241,0,Yes,0.0,2,0.0,Partial match,0,No,No,0,96,50
242,0,Yes,0.0,1,0.0,Full match,80,Yes,Yes,15,77,107
243,0,Yes,0.0,2,0.0,No match,2,No,Yes,53,195,395
244,0,Yes,0.0,2,0.0,Partial match,0,No,Yes,2,9,13
245,0,Yes,0.0,1,0.0,No match,146,Yes,No,52,10794,3164
246,0,Yes,0.19,0,0.0,Partial match,0,No,No,1,104,15
247,0,Yes,0.0,0,0.0,Partial match,0,Yes,Yes,62,318,569
248,0,Yes,0.18,1,0.0,Partial match,0,No,No,247,355,137
249,0,Yes,0.31,1,0.0,Partial match,0,No,Yes,9,99,488
250,0,Yes,0.0,0,0.0,Partial match,6,No,No,13,300,372
251,0,Yes,0.15,1,0.0,Partial match,0,No,No,204,139,61
252,0,Yes,0.0,2,0.0,Partial match,0,No,Yes,0,13,77
253,0,Yes,0.22,1,0.14,Partial match,0,No,Yes,51,606,430
254,0,Yes,0.0,1,0.0,No match,64,No,No,15,428,333
255,0,Yes,0.0,1,0.0,Partial match,0,No,No,108,494,545
256,0,Yes,0.24,0,0.0,No match,0,No,Yes,353,1261,2187
257,0,Yes,0.0,1,0.0,Partial match,0,No,Yes,5,68,87
258,0,Yes,0.0,2,0.0,Partial match,49,Yes,No,560,205558,53
259,0,Yes,0.0,2,0.0,Partial match,23,No,No,85,668,609
260,0,Yes,0.0,2,0.0,No match,120,Yes,No,95,1456,555
261,0,Yes,0.14,2,0.0,Partial match,34,No,No,14,410,387
262,0,Yes,0.0,3,0.0,No match,25,No,Yes,52,298,555
263,0,Yes,0.0,2,0.0,Partial match,0,No,Yes,7,254,345
264,0,Yes,0.0,2,0.0,No match,12,No,No,197,1070,1072
265,0,Yes,0.17,2,0.0,No match,0,No,Yes,89,1167,618
266,0,Yes,0.0,2,0.0,No match,9,No,Yes,34,335,300
267,0,Yes,0.08,2,0.0,Partial match,1,No,No,283,346,426
268,0,Yes,0.0,2,0.0,Partial match,18,No,Yes,65,1746,1631
269,0,Yes,0.0,2,0.0,No match,34,No,Yes,126,268,370
270,0,Yes,0.0,3,0.0,Partial match,23,No,Yes,327,537,1002
271,0,Yes,0.0,1,0.0,Partial match,19,No,Yes,42,805,488
272,0,Yes,0.0,2,0.0,No match,139,No,No,36,1504,52
273,0,Yes,0.0,2,0.0,No match,13,No,Yes,3,104,119
274,0,Yes,0.0,2,0.0,No match,50,No,No,53,380,462
275,0,Yes,0.0,3,0.0,Partial match,46,Yes,Yes,7,257,346
276,0,Yes,0.0,1,0.0,No match,30,No,Yes,103,1775,7500
277,0,Yes,0.3,2,0.0,No match,26,No,Yes,241,1456,1200
278,0,Yes,0.0,0,0.0,No match,0,No,Yes,103,265,264
279,0,Yes,0.0,1,0.0,No match,0,No,Yes,93,1051,694
280,0,Yes,0.11,1,0.0,Partial match,0,No,No,1,77,34
281,0,No,0.0,1,0.0,Partial match,27,No,Yes,16,220,323
282,0,Yes,0.07,2,0.0,Partial match,37,Yes,Yes,32,178,81
283,0,Yes,0.0,1,0.0,Partial match,31,No,Yes,1232,728,1213
284,0,Yes,0.0,1,0.0,No match,20,No,Yes,75,668,294
285,0,Yes,0.0,2,0.0,Partial match,7,No,No,5,406,408
286,0,Yes,0.0,2,0.0,Partial match,0,No,No,3,37,22
287,0,Yes,0.0,2,0.0,No match,0,No,Yes,30,56,114
288,1,No,0.22,1,0.0,No match,0,No,No,0,90,333
289,1,No,0.38,1,0.0,Partial match,0,No,No,0,60,31
290,1,No,0.43,1,0.0,No match,0,No,Yes,2,271,445
291,1,Yes,0.0,0,0.0,No match,0,No,Yes,3,1,80
292,1,Yes,0.5,3,0.0,No match,24,No,Yes,13,158,309
293,1,No,0.31,2,0.0,No match,0,No,No,0,39,64
294,1,No,0.22,1,0.22,No match,43,No,Yes,1,0,11
295,1,No,0.0,1,0.0,No match,0,No,Yes,0,0,853
296,1,Yes,0.25,1,0.0,Partial match,0,No,Yes,10,0,23
297,1,No,0.0,2,0.0,No match,0,No,No,0,12,5
298,1,No,0.33,1,0.0,No match,0,No,No,0,10,18
299,1,No,0.33,1,0.0,Partial match,0,No,Yes,0,1,34
300,1,No,0.0,1,0.0,No match,0,No,No,0,1,8
301,1,No,0.0,0,0.0,No match,0,No,Yes,0,0,0
302,1,No,0.12,1,0.0,Partial match,0,No,Yes,0,31,213
303,1,No,0.18,1,0.0,Partial match,0,No,Yes,0,5,10
304,1,No,0.5,1,0.0,No match,0,No,Yes,5,18,58
305,1,Yes,0.5,1,0.0,No match,0,No,Yes,0,12,77
306,1,No,0.5,1,0.0,No match,0,No,Yes,0,6,37
307,1,Yes,0.57,1,0.0,Partial match,0,No,No,0,47,10
308,1,No,0.45,3,0.0,No match,0,No,No,0,33,4
309,1,No,0.5,1,0.0,No match,0,No,Yes,141,4,279
310,1,No,0.57,1,0.0,Partial match,0,No,Yes,6,5,15
311,1,Yes,0.0,1,0.0,No match,0,No,Yes,1,0,44
312,1,No,0.44,1,0.43,No match,0,No,Yes,0,5,17
313,1,No,0.0,1,0.0,No match,0,No,Yes,1,107,42
314,1,Yes,0.88,1,0.0,No match,0,No,Yes,39,8,60
315,1,No,0.0,1,0.0,No match,0,No,No,0,48,6
316,1,No,0.22,0,0.0,No match,0,No,Yes,9,2,215
317,1,No,0.0,2,0.0,Partial match,0,No,Yes,0,51,126
318,1,Yes,0.0,1,0.0,No match,43,No,Yes,21,5,48
319,1,No,0.0,1,0.0,Partial match,0,No,Yes,0,0,802
320,1,No,0.55,1,0.0,No match,0,No,No,0,26,46
321,1,No,0.07,1,0.0,No match,0,No,Yes,0,0,601
322,1,Yes,0.8,1,0.0,No match,13,No,Yes,3,76,168
323,1,No,0.0,1,0.4,No match,0,No,Yes,0,165,689
324,1,No,0.0,1,0.0,Partial match,0,No,No,0,115,230
325,1,No,0.31,1,0.36,Partial match,0,No,No,0,6,15
326,1,No,0.4,1,0.0,No match,0,No,No,0,24,49
327,1,No,0.33,1,0.0,No match,0,No,Yes,0,40,236
328,1,No,0.0,1,0.0,Partial match,0,No,Yes,6,32,52
329,1,No,0.33,1,0.33,Full match,0,No,Yes,0,0,35
330,1,No,0.36,1,0.0,No match,0,No,No,0,21,44
331,1,Yes,0.55,1,0.29,Partial match,0,No,Yes,1,79,767
332,1,Yes,0.41,1,0.0,No match,0,No,Yes,4,8,37
333,1,Yes,0.43,0,0.0,Partial match,0,No,No,0,49,79
334,1,No,0.11,1,0.11,Full match,0,No,Yes,0,31,91
335,1,Yes,0.0,1,0.0,Full match,0,No,Yes,0,15,41
336,1,Yes,0.25,1,0.0,No match,0,No,No,0,4,3
337,1,Yes,0.44,1,0.0,No match,0,No,Yes,0,0,229
338,1,Yes,0.3,0,0.0,No match,0,No,Yes,17,316,1165
339,1,No,0.1,1,0.0,No match,0,No,Yes,0,0,0
340,1,No,0.0,1,0.0,No match,0,No,No,1,3,1
341,1,No,0.0,2,0.0,No match,0,No,No,0,2,30
342,1,Yes,0.29,2,0.0,Partial match,9,No,Yes,7,221,244
343,1,No,0.0,1,0.0,No match,0,No,No,13,181,935
344,1,No,0.0,2,0.0,Partial match,0,No,Yes,0,9,167
345,1,No,0.67,1,0.0,No match,0,No,No,0,2,0
346,1,Yes,0.31,1,0.31,Full match,0,No,Yes,0,25,86
347,1,Yes,0.0,3,0.0,No match,18,No,No,5,26,129
348,1,Yes,0.89,1,0.89,No match,0,No,Yes,124,15,305
349,1,Yes,0.0,1,0.0,No match,10,No,No,9,59,48
350,1,No,0.2,1,0.2,Full match,61,No,Yes,5,7,47
351,1,No,0.12,1,0.0,No match,0,No,Yes,2,40,179
352,1,No,0.0,1,0.0,No match,0,No,No,0,51,41
353,1,Yes,0.0,5,0.0,No match,0,No,No,150,133,750
354,1,Yes,0.0,0,0.0,Partial match,0,No,Yes,29,25,39
355,1,Yes,0.18,1,0.0,No match,0,No,Yes,108,864,3646
356,1,Yes,0.0,0,0.0,Partial match,0,No,No,77,73,35
357,1,Yes,0.38,1,0.4,No match,0,No,Yes,3,184,170
358,1,Yes,0.43,1,0.0,No match,0,No,Yes,7,161,333
359,1,Yes,0.22,1,0.22,Full match,0,No,Yes,3,42,694
360,1,Yes,0.0,1,0.0,Partial match,22,No,Yes,131,279,1124
361,1,Yes,0.0,1,0.0,No match,0,No,No,40,219,155
362,1,Yes,0.24,1,0.24,Full match,0,No,Yes,4,18,106
363,1,Yes,0.44,1,0.0,No match,0,No,Yes,84,106,171
364,1,Yes,0.5,0,0.0,Partial match,2,No,Yes,299,34,108
365,1,No,0.0,1,0.0,Partial match,0,No,No,11,42,26
366,1,Yes,0.16,0,0.0,Partial match,146,No,Yes,0,1,13
367,1,No,0.89,0,0.0,No match,0,No,Yes,0,38,68
368,1,Yes,0.58,1,0.36,Partial match,6,No,Yes,1,34,44
369,1,Yes,0.29,1,0.0,Partial match,50,No,Yes,4,23,151
370,1,Yes,0.3,1,0.0,No match,0,No,Yes,0,23,37
371,1,No,0.5,2,0.0,No match,0,No,No,0,83,139
372,1,No,0.4,1,0.0,Partial match,0,No,No,0,25,28
373,1,Yes,0.0,0,0.0,Partial match,39,No,Yes,3,13,38
374,1,No,0.25,1,0.0,Partial match,0,No,No,0,64,60
375,1,No,0.36,1,0.0,No match,0,No,No,0,90,69
376,1,No,0.33,2,0.0,No match,0,No,No,0,82,6
377,1,No,0.0,0,0.0,No match,0,No,No,0,140,319
378,1,No,0.36,1,0.0,No match,0,No,Yes,0,0,29
379,1,Yes,0.3,1,0.0,No match,5,No,Yes,1,51,420
380,1,Yes,0.12,1,0.0,No match,91,No,No,7,38,87
381,1,No,0.33,1,0.38,No match,2,No,Yes,3,21,733
382,1,Yes,0.38,1,0.0,No match,0,No,Yes,0,5,121
383,1,Yes,0.4,1,0.0,No match,0,No,Yes,0,21,45
384,1,No,0.57,0,0.0,No match,0,No,Yes,5,124,249
385,1,No,0.22,1,0.0,No match,0,No,Yes,0,5,56
386,1,Yes,0.38,1,0.0,No match,37,No,Yes,1,2,16
387,1,No,0.64,2,0.0,Partial match,0,No,No,0,42,46
388,1,Yes,0.33,1,0.33,No match,0,No,Yes,12,48,45
389,1,No,0.31,1,0.31,Full match,0,No,No,0,32,25
390,1,No,0.0,1,0.0,No match,0,No,Yes,0,0,71
